NCT_Number,Study_Title,Study_Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder_Type,Study_Type,Study_Design,Start_Date,Primary_Completion_Date,Completion_Date,First_Posted,Last_Update_Posted,Locations
NCT02107976,"Famine From Feast: Linking Vitamin C, Red Blood Cell Fragility, and Diabetes",COMPLETED,Diabetes Type 2,DIETARY_SUPPLEMENT: Vitamin E|DIETARY_SUPPLEMENT: Vitamin C,National Institutes of Health Clinical Center (CC),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),ALL,"ADULT, OLDER_ADULT",NA,28,NIH,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: BASIC_SCIENCE,14-06-2019,05-03-2025,05-03-2025,09-04-2014,12-05-2026,"National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States"
NCT01889095,Biphasic Insulin Aspart Versus NPH Plus Regular Human Insulin in Type 2 Diabetic Patients,COMPLETED,Diabetes Type 2,DRUG: BIAsp 30|DRUG: NPH/Reg,Tehran University of Medical Sciences,,ALL,"ADULT, OLDER_ADULT",PHASE4,160,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,2011-07,2011-08,2012-07,28-06-2013,28-06-2013,"Tehran University of Medical Sciences, Tehran, Tehran Province, 13145-784, Iran"
NCT01953393,The Acute Effects of Low-dose TNF-α on Glucose Metabolism and β-cell Function in Humans,COMPLETED,Diabetes Type 2,OTHER: Low-dose TNF-alpha,"Rigshospitalet, Denmark",University of Copenhagen,MALE,ADULT,NA,,OTHER,INTERVENTIONAL,Primary Purpose: BASIC_SCIENCE,2006-04,2006-05,2006-10,01-10-2013,01-10-2013,"1 The Centre of Inflammation and Metabolism, Department of Infectious Diseases and CMRC, Rigshospitalet, Faculty of Health Sciences, University of Copenhagen, Copenhagen N, 2200, Denmark"
NCT01799850,The Impact of Actos Treatment of Diabetes on Glucose Transporters in Muscle,COMPLETED,Diabetes Type 2,DRUG: Pioglitazone|DRUG: placebo,East Tennessee State University,"Takeda Pharmaceuticals North America, Inc.",ALL,ADULT,PHASE4,12,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",2002-03,2004-03,2004-03,27-02-2013,27-02-2013,"ETSU Quillen College of Medicine, Johnson City, Tennessee, 37614, United States"
NCT05015504,Application of Time Restriction Feeding in Patients With Type 2 Diabetes Mellitus,ACTIVE_NOT_RECRUITING,Type 2 Diabetes,BEHAVIORAL: Time restricted feeding,OhioHealth,Ohio University,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,10-02-2022,2025-07,2025-09,20-08-2021,04-12-2024,"OhioHealth Castrop Health Center, Athens, Ohio, 45701, United States"
NCT01624116,Comparison of Hypoglycaemic Regimens During Ramadan Fasting in Type 2 Diabetes,COMPLETED,"Diabetes, Type 2",DRUG: Acarbose|OTHER: Diet and lifestyle|DRUG: Metformin|DRUG: Metformin/ Glimepride|DRUG: Metformin/Sitagliptin,"Services Hospital, Lahore",,ALL,"CHILD, ADULT, OLDER_ADULT",NA,161,OTHER_GOV,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,2011-08,2011-09,2011-09,20-06-2012,20-06-2012,"Endocrinology Unit & Diabetes Management Centre, Services Hospital., Lahore, Pakistan"
NCT05708859,Effect of Tirzepatide on Progression of Coronary Atherosclerosis Using MDCT,RECRUITING,Type II Diabetes|Atherosclerosis,DRUG: Tirzepatide|DRUG: Placebo,Matthew J. Budoff,Eli Lilly and Company,ALL,"ADULT, OLDER_ADULT",PHASE4,120,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: HEALTH_SERVICES_RESEARCH",02-01-2024,2025-12,2026-05,01-02-2023,15-10-2024,"Lundquist Institute for Biomedical Innovation at Harbor UCLA Medical Center (The Lundquist Institute), Torrance, California, 90502, United States"
NCT07590193,A Trial Evaluating AMG 127 in Healthy Participants and Participants With Type 2 Diabetes Mellitus,RECRUITING,"Diabetes Mellitus, Type 2",DRUG: AMG 127|DRUG: Placebo,Amgen,,ALL,"ADULT, OLDER_ADULT",PHASE1,162,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",11-06-2026,02-10-2027,02-10-2027,15-05-2026,23-06-2026,"Translational Clinical Research LLC, Aventura, Florida, 33180, United States"
NCT07507305,Impact of Pharmaceutical Care Interventions on Health Outcomes of Patients With Type 2 Diabetes Mellitus in Yobe State University Teaching Hospital,COMPLETED,Type 2 Diabetes,BEHAVIORAL: Pharmaceutical Care|BEHAVIORAL: Usual Care,University of Maiduguri,,ALL,"ADULT, OLDER_ADULT",NA,122,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (CARE_PROVIDER, INVESTIGATOR) | Primary Purpose: TREATMENT",01-02-2024,30-05-2025,31-05-2025,02-04-2026,08-04-2026,"Yobe State University Teaching Hospital, Maiduguri, Borno State, Nigeria"
NCT05127291,Dual-Task Effects on Hand Functions in Type 2 Diabetes Mellitus,COMPLETED,Type 2 Diabetes,OTHER: Dual-task,Kutahya Health Sciences University,,ALL,"ADULT, OLDER_ADULT",NA,73,OTHER,INTERVENTIONAL,"Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: OTHER",20-05-2023,20-08-2023,30-08-2023,19-11-2021,05-09-2023,"Kutahya Health Sciences University, Kütahya, 43100, Turkey (Türkiye)"
NCT03081676,The Effect of GIP and GLP-1 on Insulin and Glucagon Secretion in Patients With HNF1A-diabetes Treated With or Without Sulphonylurea,COMPLETED,"Maturity-Onset Diabetes of the Young, Type 3",DRUG: Glimepiride 1Mg Tablet|DRUG: Glucagon-like Peptide-1|DRUG: Glucose-Dependent Insulinotropic Polypeptide|DRUG: Placebo Oral Tablet|DRUG: Placebo infusion,"University Hospital, Gentofte, Copenhagen",,ALL,"ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: BASIC_SCIENCE",08-03-2017,01-06-2018,01-06-2018,16-03-2017,27-06-2019,"Center for Diabetes Research, Gentofte Hospital, Hellerup, 2900, Denmark"
NCT05359432,Comparison of Empaglifozin and Vildagliptin in Type 2 Diabetes Mellitus,COMPLETED,Type 2 Diabetes,DRUG: Empagliflozin|DRUG: Vildagliptin,Getz Pharma,,ALL,"ADULT, OLDER_ADULT",PHASE4,120,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,01-07-2020,10-08-2021,18-08-2021,03-05-2022,03-05-2022,"Department of Diabetes and Endocrinology at Sindh Government Hospital New Karachi & Dr. Riasat Medical Center Allah Wala Town, Karachi, Pakistan, Karachi, Sindh, 75330, Pakistan"
NCT07502508,Phase 2 Trial of Icovamenib in Participants With Type 2 Diabetes Mellitus Who Are Not Achieving Glycemic Targets While Using GLP-1-Based Therapy,RECRUITING,Type 2 Diabetes,DRUG: icovamenib 100 mg|DRUG: Placebo,Biomea Fusion Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE2,60,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",30-04-2026,2027-06,2027-07,31-03-2026,15-06-2026,"Central Research Associates, LLC dba Flourish Research, Birmingham, Alabama, 35205, United States|Hope Clinical Research, Canoga Park, California, 91303, United States|Ark Clinical Research, Long Beach, California, 90815, United States|Catalina Research Institute, LLC, Montclair, California, 91763, United States|Paradigm Clinical Research Centers, LLC, San Diego, California, 92108, United States|Southwest General Healthcare Center, Fort Myers, Florida, 33907, United States|Panax Clinical Research, Miami Lakes, Florida, 33014, United States|Flourish Research Orlando, Winter Park, Florida, 32789, United States|David Kavtaradze MD, Inc, Cordele, Georgia, 31015, United States|Excel Clinical Research, Las Vegas, Nevada, 89109, United States|Diabetes and Endocrinology Associates of Stark County, Canton, Ohio, 44718, United States|Elligo Health Research, Inc., Austin, Texas, 78704, United States|Zenos Clinical Research, Dallas, Texas, 75230, United States|Synergy Group Medical, Houston, Texas, 77061, United States|Epic Clinical Research, Lewisville, Texas, 75057, United States|Diabetes & Glandular Disease Clinic, P.A., San Antonio, Texas, 78229, United States|Burke Internal Medicine and Research, Burke, Virginia, 22015, United States"
NCT01459601,Cabergoline Effect on Blood Sugar in Type 2 Diabetics,UNKNOWN,Diabetes Type 2,DRUG: Cabergoline,Mashhad University of Medical Sciences,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,10,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: SINGLE_GROUP | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,2012-01,2012-02,2012-02,25-10-2011,25-10-2011,
NCT07598968,Clinical Trial to Evaluate the Safety and Pharmacokinetic Characteristics of HL1113-R1 and HL1113-R2 in Healthy Adult Volunteers,COMPLETED,Hypertension|Diabete Type 2,DRUG: Test group 1|DRUG: Test group 2,"Hanlim Pharm. Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1,35,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,18-06-2023,12-07-2023,12-07-2023,20-05-2026,20-05-2026,"Central Hospital, Seoul, South Korea"
NCT07568652,Clinical Trial to Evaluate the Pharmacokinetics and Safety Between the Single Administration of HL1113 and the Concomitant Administration of HL1113R1 and HL1113R2 for Healthy Subjects in Fasting State,COMPLETED,Hypertension|Diabete Type 2,DRUG: Test group 1|DRUG: Test group 2,"Hanlim Pharm. Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1,37,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: SINGLE (OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT,16-10-2024,15-11-2024,15-11-2024,06-05-2026,18-05-2026,"Central Hospital, Seoul, South Korea"
NCT01728714,"Better Diabetes Control, Quality - Educate to Achieve Compliance.",COMPLETED,Diabetes Type 2,,AstraZeneca,,ALL,"ADULT, OLDER_ADULT",,227,INDUSTRY,OBSERVATIONAL,Observational Model: CASE_CONTROL | Time Perspective: PROSPECTIVE,19-05-2014,05-12-2018,05-12-2018,20-11-2012,12-10-2023,"Research Site, Almada, Portugal|Research Site, Espinho, Portugal|Research Site, Loures, Portugal|Research Site, Oeiras, Portugal|Research Site, Santo Antonio Dos Cavaleiros, Portugal"
NCT07590466,A Study to Compare the Pharmacokinetics and Safety of the ATB-U101 and ATB-U1011+ATB-U1012 and ATB-1011+ATB-1012 in Healthy Caucasian Participants,NOT_YET_RECRUITING,Diabete Type 2|Hypertension,DRUG: ATB-U101|DRUG: ATB-1011|DRUG: ATB-U1011|DRUG: ATB-1012|DRUG: ATB-U1012,Autotelicbio,,ALL,ADULT,PHASE1,36,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,18-05-2026,31-07-2026,31-08-2026,15-05-2026,15-05-2026,
NCT00997282,A Study of OPC-262 in Patients With Type 2 Diabetes,COMPLETED,Diabetes Type 2,DRUG: OPC-262 2.5 mg|DRUG: OPC-262 5 mg|DRUG: Placebo,"Kyowa Kirin Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,255,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2009-09,2010-10,2010-10,19-10-2009,08-01-2014,"Chubu Region, Japan|Chugoku Region, Japan|Kansai Region, Japan|Kanto Region, Japan|Kyushu Region, Japan|Shikoku Region, Japan|Tohoku Region, Japan"
NCT01046422,Safety Study of BMS-770767 in Subjects With Type 2 Diabetes,COMPLETED,Diabetes Type 2,DRUG: BMS-770767|DRUG: BMS-770767|DRUG: BMS-770767|DRUG: BMS-770767|DRUG: Placebo|DRUG: Metformin,Bristol-Myers Squibb,,ALL,"ADULT, OLDER_ADULT",PHASE2,76,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2010-05,2011-01,2011-01,12-01-2010,12-10-2015,"Marina Raikhel, Md, Lomita, California, 90717, United States|Nevada Alliance Against Diabetes, Las Vegas, Nevada, 89101, United States|Local Institution, Caboolture, Queensland, 4510, Australia|Local Institution, Meadowbrook, Queensland, 4131, Australia|Local Institution, Daw Park, South Australia, 5041, Australia|Local Institution, Geelong, Victoria, 3220, Australia|Local Institution, Nedlands, Western Australia, 6009, Australia|Local Institution, Winnipeg, Manitoba, R3P 1R9, Canada|Local Institution, Mount Pearl, Newfoundland and Labrador, A1N 1W7, Canada|Local Institution, Brampton, Ontario, L6T 3J1, Canada|Local Institution, Toronto, Ontario, M4G 3E8, Canada|Local Institution, Charlottetown, Prince Edward Island, C1A 5Y9, Canada|Local Institution, Drummondville, Quebec, J2B 7T1, Canada|Local Institution, Lachine, Quebec, H8S 2E4, Canada|Local Institution, Laval, Quebec, H7T 2P5, Canada|Local Institution, Montreal, Quebec, H3J 2V5, Canada|Local Institution, Incheon, 405-760, South Korea|Local Institution, Suwon, 443-721, South Korea"
NCT00857558,A Phase 2 Study of OPC-262 in Patients With Type 2 Diabetes,COMPLETED,"Diabetes, Type 2",DRUG: saxagliptin|DRUG: saxagliptin|DRUG: saxagliptin|DRUG: placebo,"Kyowa Kirin Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE2,350,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2009-01,2010-03,2010-05,06-03-2009,09-03-2017,"Chubu Regin, Japan|Chugoku Region, Japan|Hokkaido Region, Japan|Kanto Region, Japan|Kinki Region, Japan|Kyushu Region, Japan|Shikoku Region, Japan|Tohoku Region, Japan"
NCT01427660,iDecide.Decido: Diabetes Medication Decision Support Study,COMPLETED,"Diabetes, Type 2",BEHAVIORAL: Community Health Worker Diabetes Education: Print media|BEHAVIORAL: CHW Diabetes Education: tailored web site,University of Michigan,Agency for Healthcare Research and Quality (AHRQ),ALL,"ADULT, OLDER_ADULT",NA,190,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (OUTCOMES_ASSESSOR) | Primary Purpose: HEALTH_SERVICES_RESEARCH,2011-09,2013-09,2013-10,01-09-2011,09-09-2014,"Community Health and Social Service (CHASS), Detroit, Michigan, 48209, United States"
NCT01165983,The Effect of Aliskiren on Endothelial Function in Pre-Diabetes and Diabetes,COMPLETED,Diabetes Type 2,DRUG: Placebo|DRUG: Aliskiren,Beth Israel Deaconess Medical Center,Novartis Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",NA,124,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: BASIC_SCIENCE",2009-11,2012-01,,20-07-2010,28-03-2017,"Beth Israel Deaconess Medical Center, Joslin Foot Center & Microcirculation Laboratory, Boston, Massachusetts, 02215, United States"
NCT00411554,A Study of Sitagliptin in Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Diet/Exercise Therapy (0431-054)(COMPLETED),COMPLETED,"Diabetes Mellitus, Non-Insulin-Dependent",DRUG: sitagliptin phosphate|DRUG: Comparator: voglibose,Merck Sharp & Dohme LLC,,ALL,"ADULT, OLDER_ADULT",PHASE3,319,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",2007-01,2007-08,2007-08,14-12-2006,05-02-2016,
NCT00934414,Clamp Study Comparing Inhalation of Technosphere®/Insulin in Smokers and Non-Smokers With Type 2 Diabetes,COMPLETED,Diabetes Type 2,DRUG: Technosphere Insulin Inhalation Powder,Mannkind Corporation,,ALL,"ADULT, OLDER_ADULT",PHASE2,24,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,2004-08,2006-08,2006-09,08-07-2009,08-07-2009,"Profil Institute for Clinical Research, Chula Vista, California, 91911, United States"
NCT01704612,Evaluation of Block Duration in Type 2 Diabetes Patients,COMPLETED,Diabetes Type 2,DRUG: ropivacaine,Pierre and Marie Curie University,Centre Hospitalier Universitaire de Nīmes,ALL,"ADULT, OLDER_ADULT",PHASE4,70,OTHER,INTERVENTIONAL,"Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2011-07,2012-03,2012-03,11-10-2012,24-12-2012,"APHP Pitié-Sampetriere, Paris, 75013, France"
NCT00940472,Study on DMMET-01 Versus Metformin on Improvement of Metabolic Control in Naive Type 2 Diabetes Patients,COMPLETED,Diabetes Type 2,DRUG: DMMET-01|DRUG: Metformin Hydrochloride,Laboratorios Silanes S.A. de C.V.,,ALL,ADULT,PHASE2|PHASE3,20,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",2009-03,2009-12,,16-07-2009,18-05-2010,"Centro Universitario de Ciencias de la Salud, Universidad de Guadalajara, Guadalajara, Jalisco, 44340, Mexico"
NCT02158741,Comparison Study of Usual Care vs. Usual Care Plus Community Intervention to Manage Type 2 Diabetes,COMPLETED,Type 2 Diabetes Mellitus|NIDDM|Non-insulin Dependent Diabetes Mellitus,BEHAVIORAL: Home Visits and Lifestyle Education Support,McMaster University,Ontario Ministry of Health and Long Term Care|Canadian Institutes of Health Research (CIHR),ALL,OLDER_ADULT,NA,291,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: HEALTH_SERVICES_RESEARCH",2014-09,2017-05,2017-05,09-06-2014,30-08-2019,"Edmonton Oliver PCN, Edmonton, Alberta, Canada|Leduc Beaumont Devon PCN, Leduc, Alberta, T9E 6W2, Canada|Sherwood Park PCN, Sherwood Park, Alberta, Canada|McMaster University, Hamilton, Ontario, L8S 4K1, Canada|Ross Memorial Hospital, Lindsay, Ontario, Canada|St. Joseph's Health Care, London, Ontario, Canada|Peterborough Regional Health Centre, Peterborough, Ontario, Canada|Port Hope Community Health Centre, Port Hope, Ontario, Canada"
